Temp:	U:
-1.32056720E-03	0.958E-6
-1.31930216E-03	0.940E-6
-1.30956112E-03	0.903E-6
-1.29314720E-03	0.945E-6
-1.28837112E-03	0.958E-6
-1.29418816E-03	0.928E-6
-1.28742104E-03	0.945E-6
-1.27171104E-03	0.908E-6
-1.26419392E-03	0.925E-6
-1.26692104E-03	0.953E-6
-1.26437400E-03	0.955E-6
-1.25319592E-03	0.903E-6
-1.23745128E-03	0.940E-6
-1.23383120E-03	0.975E-6
-1.23883752E-03	0.940E-6
-1.23282312E-03	0.938E-6
-1.21831080E-03	0.930E-6
-1.20905984E-03	0.920E-6
-1.20871776E-03	0.938E-6
-1.20924096E-03	0.953E-6
-1.19830376E-03	0.930E-6
-1.18504664E-03	0.940E-6
-1.19113704E-03	0.938E-6
-1.18189496E-03	0.930E-6
-1.17932320E-03	0.945E-6
-1.16755696E-03	0.900E-6
-1.15384880E-03	0.943E-6
-1.14955616E-03	0.943E-6
-1.15335592E-03	0.940E-6
-1.14833776E-03	0.958E-6
-1.13594616E-03	0.925E-6
-1.12258584E-03	0.925E-6
-1.12254168E-03	0.933E-6
-1.12164768E-03	0.938E-6
-1.10479208E-03	0.888E-6
-1.10055656E-03	0.955E-6
-1.09225408E-03	0.930E-6
-1.08925384E-03	0.938E-6
-1.09224552E-03	0.953E-6
-1.08640080E-03	0.895E-6
-1.07139920E-03	0.905E-6
-1.06284848E-03	0.940E-6
-1.06272416E-03	0.958E-6
-1.06634024E-03	0.938E-6
-1.05395656E-03	0.913E-6
-1.03961136E-03	0.950E-6
-1.03867752E-03	0.930E-6
-1.02947592E-03	0.940E-6
-1.02406248E-03	0.930E-6
-1.03034120E-03	0.978E-6
-1.02142600E-03	0.925E-6
-1.00473560E-03	0.900E-6
-1.00368680E-03	0.920E-6
-9.92778368E-04	0.955E-6
-9.92190208E-04	0.963E-6
-9.94618496E-04	0.943E-6
-9.82709376E-04	0.918E-6
-9.71464896E-04	0.918E-6
-9.67021632E-04	0.963E-6
-9.69806080E-04	0.975E-6
-9.67384384E-04	0.930E-6
-9.48907840E-04	0.933E-6
-9.41149120E-04	0.955E-6
-9.50475712E-04	0.933E-6
-9.32150208E-04	0.918E-6
-9.28661952E-04	0.925E-6
-9.20104832E-04	0.925E-6
-9.17078272E-04	0.943E-6
-9.20680960E-04	0.970E-6
-9.15742976E-04	0.925E-6
-9.01899136E-04	0.915E-6
-8.92708800E-04	0.940E-6
-8.96495680E-04	0.943E-6
-8.94804224E-04	0.975E-6
-8.82160832E-04	0.908E-6
-8.70248256E-04	0.943E-6
-8.71046080E-04	0.938E-6
-8.73421568E-04	0.933E-6
-8.62635392E-04	0.975E-6
-8.58496896E-04	0.915E-6
-8.47648384E-04	0.920E-6
-8.36521024E-04	0.928E-6
-8.37645248E-04	0.943E-6
-8.28467200E-04	0.945E-6
-8.25155776E-04	0.943E-6
-8.16363200E-04	0.955E-6
-8.22972608E-04	0.955E-6
-8.18056192E-04	0.945E-6
-8.06316544E-04	0.945E-6
-7.94023040E-04	0.940E-6
-7.96850496E-04	0.950E-6
-7.82339904E-04	0.980E-6
-7.89929536E-04	0.958E-6
-7.86322816E-04	0.970E-6
-7.74081280E-04	0.908E-6
-7.62157120E-04	0.925E-6
-7.58906560E-04	0.975E-6
-7.61042752E-04	0.938E-6
-7.56852992E-04	0.938E-6
-7.42427392E-04	0.938E-6
-7.34392512E-04	0.945E-6
-7.39223296E-04	0.933E-6
-7.37446784E-04	0.955E-6
-7.28722816E-04	0.890E-6
-7.14883584E-04	0.953E-6
-7.10215808E-04	0.950E-6
-7.16029440E-04	0.950E-6
-7.11732096E-04	0.930E-6
-6.96433856E-04	0.918E-6
-6.89823424E-04	0.980E-6
-6.91304640E-04	0.940E-6
-6.93344000E-04	0.953E-6
-6.82660416E-04	0.943E-6
-6.68026240E-04	0.950E-6
-6.69223424E-04	0.963E-6
-6.71401408E-04	0.975E-6
-6.67055168E-04	0.950E-6
-6.51158016E-04	0.955E-6
-6.44777472E-04	0.980E-6
-6.47584576E-04	0.945E-6
-6.46714112E-04	0.970E-6
-6.36834880E-04	0.945E-6
-6.23192320E-04	0.930E-6
-6.21758144E-04	0.975E-6
-6.25682752E-04	0.970E-6
-6.09180096E-04	0.938E-6
-6.17150464E-04	0.968E-6
-6.08014080E-04	0.943E-6
-5.95558336E-04	0.925E-6
-5.88775168E-04	0.963E-6
-5.97442240E-04	0.953E-6
-5.86614400E-04	0.913E-6
-5.78831680E-04	0.940E-6
-5.69573120E-04	0.953E-6
-5.71036160E-04	0.970E-6
-5.73451264E-04	0.938E-6
-5.59584000E-04	0.918E-6
-5.49019968E-04	0.970E-6
-5.48599296E-04	0.953E-6
-5.53493056E-04	0.993E-6
-5.45110400E-04	0.933E-6
-5.31274272E-04	0.930E-6
-5.27790400E-04	0.970E-6
-5.30489248E-04	0.965E-6
-5.29643936E-04	0.983E-6
-5.15919232E-04	0.918E-6
-5.19863904E-04	0.965E-6
-5.08436352E-04	0.900E-6
-4.97898336E-04	0.943E-6
-4.94051712E-04	0.963E-6
-4.88340768E-04	0.943E-6
-4.81948448E-04	0.928E-6
-4.78072928E-04	0.943E-6
-4.82761280E-04	0.945E-6
-4.67905440E-04	0.963E-6
-4.68019136E-04	0.915E-6
-4.69700224E-04	0.933E-6
-4.62828288E-04	0.938E-6
-4.51780224E-04	0.938E-6
-4.46169536E-04	0.975E-6
-4.54399616E-04	0.953E-6
-4.48847040E-04	0.968E-6
-4.38484928E-04	0.950E-6
-4.31960768E-04	0.955E-6
-4.26298208E-04	0.988E-6
-4.30563072E-04	0.978E-6
-4.14080768E-04	0.933E-6
-4.09340416E-04	0.950E-6
-4.05380160E-04	0.950E-6
-4.12195968E-04	0.975E-6
-4.08280832E-04	0.950E-6
-3.96058400E-04	0.953E-6
-3.93575104E-04	0.968E-6
-3.88310976E-04	0.990E-6
-3.89355808E-04	0.983E-6
-3.78679168E-04	0.958E-6
-3.78589760E-04	1.000E-6
-3.65957888E-04	0.980E-6
-3.71495264E-04	0.965E-6
-3.64917536E-04	0.938E-6
-3.54327232E-04	0.965E-6
-3.53095584E-04	0.958E-6
-3.48502240E-04	0.963E-6
-3.49894624E-04	0.940E-6
-3.32089344E-04	0.965E-6
-3.27172224E-04	0.943E-6
-3.34730464E-04	0.958E-6
-3.29126880E-04	0.990E-6
-3.26351040E-04	0.983E-6
-3.20636160E-04	0.940E-6
-3.04214496E-04	0.970E-6
-3.02385216E-04	0.945E-6
-3.04996864E-04	0.990E-6
-2.96169824E-04	0.938E-6
-2.92307520E-04	0.950E-6
-2.82597056E-04	0.958E-6
-2.92220224E-04	0.975E-6
-2.87481408E-04	0.990E-6
-2.78709024E-04	0.945E-6
-2.69621696E-04	0.980E-6
-2.64827712E-04	0.975E-6
-2.63543184E-04	0.945E-6
-2.63273984E-04	0.968E-6
-2.50887264E-04	0.925E-6
-2.47250688E-04	0.968E-6
-2.51534096E-04	0.978E-6
-2.37090352E-04	0.930E-6
-2.39868816E-04	0.928E-6
-2.28919232E-04	1.000E-6
-2.34618032E-04	0.945E-6
-2.25555248E-04	0.978E-6
-2.25592288E-04	0.970E-6
-2.14045328E-04	0.930E-6
-2.06931792E-04	1.000E-6
-2.10233472E-04	0.988E-6
-2.01455824E-04	0.930E-6
-2.03862464E-04	0.968E-6
-1.84752272E-04	0.953E-6
-1.91070688E-04	0.995E-6
-1.79945728E-04	0.950E-6
-1.82695600E-04	0.968E-6
-1.79333216E-04	0.963E-6
-1.65922160E-04	0.965E-6
-1.71318960E-04	0.965E-6
-1.66328032E-04	0.968E-6
-1.61850096E-04	0.955E-6
-1.56914544E-04	0.953E-6
-1.44764832E-04	0.963E-6
-1.40463168E-04	0.955E-6
-1.40655760E-04	1.003E-6
-1.29770160E-04	0.930E-6
-1.22054504E-04	0.980E-6
-1.18798328E-04	0.943E-6
-1.16240784E-04	0.978E-6
-1.20257704E-04	0.938E-6
-1.18249792E-04	0.950E-6
-1.03702760E-04	0.965E-6
-1.05572424E-04	0.983E-6
-1.02615968E-04	0.995E-6
-1.03325120E-04	0.958E-6
-8.54490304E-05	0.995E-6
-7.99331392E-05	0.945E-6
-8.24742848E-05	1.003E-6
-8.32367872E-05	0.950E-6
-7.12964992E-05	0.933E-6
-6.47353152E-05	0.980E-6
-7.34130432E-05	0.950E-6
-6.95014592E-05	0.990E-6
-6.11029888E-05	0.945E-6
-5.60012608E-05	0.970E-6
-4.84567776E-05	1.000E-6
-3.87899680E-05	0.978E-6
-3.62774464E-05	0.958E-6
-3.28831520E-05	0.945E-6
-2.96025568E-05	0.983E-6
-3.59183552E-05	0.945E-6
-3.24148768E-05	0.965E-6
-2.14105024E-05	0.965E-6
-1.70371648E-05	0.963E-6
-1.46889200E-05	0.995E-6
-8.91526336E-06	0.988E-6
+1.41429120E-06	0.945E-6
+6.43663104E-06	0.975E-6
+5.64123392E-06	0.975E-6
+1.65496624E-06	0.963E-6
+4.91278880E-06	0.958E-6
+1.85077136E-05	0.920E-6
+1.26763648E-05	0.980E-6
+1.70716992E-05	0.983E-6
+2.04921552E-05	0.965E-6
+3.76786016E-05	0.963E-6
+4.13124512E-05	0.975E-6
+4.06940000E-05	0.980E-6
+3.82229792E-05	0.933E-6
+4.82157216E-05	0.930E-6
+5.65387840E-05	0.970E-6
+4.73718176E-05	0.965E-6
+5.12475104E-05	0.993E-6
+5.58885120E-05	0.963E-6
+7.23107072E-05	0.978E-6
+7.49138112E-05	0.983E-6
+7.25283264E-05	0.983E-6
+7.58640832E-05	0.965E-6
+8.01520640E-05	0.933E-6
+9.21815808E-05	0.950E-6
+8.28670592E-05	0.995E-6
+8.66826944E-05	0.963E-6
+9.43092480E-05	1.003E-6
+9.69068160E-05	0.958E-6
+1.01889232E-04	0.920E-6
+1.14303000E-04	0.975E-6
+1.03746056E-04	0.988E-6
+1.09504608E-04	1.005E-6
+1.15049984E-04	0.953E-6
+1.29934600E-04	0.968E-6
+1.34916752E-04	0.988E-6
+1.28744080E-04	1.015E-6
+1.37758400E-04	0.943E-6
+1.41198608E-04	0.958E-6
+1.49427040E-04	0.965E-6
+1.40707344E-04	0.958E-6
+1.43675616E-04	0.988E-6
+1.59477440E-04	0.958E-6
+1.58845120E-04	0.993E-6
+1.66528736E-04	0.995E-6
+1.58193968E-04	0.958E-6
+1.63089376E-04	0.945E-6
+1.65393104E-04	0.958E-6
+1.74195456E-04	-0.100E-6
+1.72288560E-04	-0.120E-6
+1.90427440E-04	0.795E-6
+1.87423824E-04	0.878E-6
+1.86702320E-04	1.068E-6
+1.92449808E-04	1.053E-6
+1.90204928E-04	0.975E-6
+2.07384128E-04	0.965E-6
+2.10410704E-04	0.980E-6
+2.10967552E-04	0.933E-6
+2.06219472E-04	0.953E-6
+2.06442480E-04	0.983E-6
+2.17145760E-04	0.943E-6
+2.11479648E-04	0.995E-6
+2.17524176E-04	0.983E-6
+2.13109920E-04	0.940E-6
+2.28703184E-04	0.975E-6
+2.30730416E-04	0.963E-6
+2.26139584E-04	0.953E-6
+2.32242112E-04	0.975E-6
+2.19884768E-04	0.993E-6
+2.23430432E-04	0.963E-6
+2.20800272E-04	0.983E-6
+2.33773792E-04	0.993E-6
+2.23971584E-04	0.970E-6
+2.29222448E-04	0.925E-6
+2.30606832E-04	0.940E-6
+2.35599104E-04	0.955E-6
+2.21401888E-04	0.975E-6
+2.20526672E-04	0.978E-6
+2.33125488E-04	0.988E-6
+2.30433200E-04	0.950E-6
+2.21847968E-04	0.958E-6
+2.26914592E-04	0.995E-6
+2.17289008E-04	0.983E-6
+2.27016256E-04	0.978E-6
+2.26122112E-04	0.988E-6
+2.16257968E-04	0.988E-6
+2.17868288E-04	0.990E-6
+2.10894784E-04	0.980E-6
+2.24647376E-04	0.958E-6
+2.22686848E-04	0.988E-6
+2.07678336E-04	0.993E-6
+2.11122768E-04	0.928E-6
+2.15995232E-04	0.938E-6
+2.06969168E-04	0.955E-6
+2.13126224E-04	0.978E-6
+2.12514544E-04	0.975E-6
+2.00817968E-04	0.978E-6
+2.05305152E-04	0.965E-6
+2.06860176E-04	0.933E-6
+2.05652896E-04	0.950E-6
+1.91957024E-04	0.968E-6
+1.89627984E-04	0.983E-6
+2.01701216E-04	0.978E-6
+1.98341168E-04	0.953E-6
+1.98930608E-04	0.968E-6
+1.84141040E-04	0.980E-6
+1.84320064E-04	0.918E-6
+1.91360704E-04	0.945E-6
+1.83893088E-04	0.963E-6
+1.85265312E-04	1.000E-6
+1.84631472E-04	0.970E-6
+1.74216464E-04	0.980E-6
+1.84274704E-04	0.975E-6
+1.80653328E-04	0.958E-6
+1.79249552E-04	0.978E-6
+1.64495280E-04	0.990E-6
+1.63826896E-04	0.978E-6
+1.69048912E-04	0.940E-6
+1.67309392E-04	0.970E-6
+1.64498944E-04	0.980E-6
+1.55638560E-04	1.013E-6
+1.65974400E-04	0.995E-6
+1.65429104E-04	0.958E-6
+1.61414080E-04	0.955E-6
+1.48358144E-04	0.950E-6
+1.46303760E-04	0.983E-6
+1.55053088E-04	0.975E-6
+1.45994320E-04	0.990E-6
